municipio,IDHM,IDHM Renda,IDHM Longevidade,IDHM Educacao
São Jerônimo (RS),"0,696","0,734","0,822","0,560"
Pracinha (SP),"0,696","0,658","0,814","0,629"
Pedro de Toledo (SP),"0,696","0,654","0,812","0,634"
Brasnorte (MT),"0,696","0,695","0,850","0,571"
Cruzeiro da Fortaleza (MG),"0,696","0,720","0,832","0,562"
Estrela do Sul (MG),"0,696","0,694","0,840","0,579"
Fortuna de Minas (MG),"0,696","0,651","0,845","0,613"
Ipiaçu (MG),"0,696","0,680","0,814","0,610"
Espírito Santo do Turvo (SP),"0,696","0,675","0,819","0,609"
Janaúba (MG),"0,696","0,654","0,796","0,649"
Morada Nova de Minas (MG),"0,696","0,688","0,830","0,590"
Serra do Salitre (MG),"0,696","0,722","0,852","0,549"
Tocos do Moji (MG),"0,696","0,661","0,808","0,631"
Turvolândia (MG),"0,696","0,707","0,829","0,576"
Vargem Bonita (MG),"0,696","0,667","0,847","0,597"
Marataízes (ES),"0,696","0,676","0,847","0,588"
Marilândia (ES),"0,696","0,668","0,823","0,612"
Carmo (RJ),"0,696","0,683","0,813","0,608"
Ipiranga de Goiás (GO),"0,696","0,643","0,816","0,642"
Moiporá (GO),"0,696","0,652","0,818","0,632"
Tuneiras do Oeste (PR),"0,695","0,662","0,805","0,629"
Araçaí (MG),"0,695","0,659","0,805","0,632"
Capim Branco (MG),"0,695","0,664","0,837","0,604"
Morro Agudo de Goiás (GO),"0,695","0,644","0,826","0,630"
Areiópolis (SP),"0,695","0,686","0,823","0,594"
Iraí de Minas (MG),"0,695","0,705","0,847","0,563"
Prata (MG),"0,695","0,736","0,852","0,536"
Anahy (PR),"0,695","0,671","0,844","0,593"
Sarandi (PR),"0,695","0,681","0,850","0,579"
Cruzília (MG),"0,695","0,671","0,853","0,587"
Elias Fausto (SP),"0,695","0,701","0,822","0,583"
Carangola (MG),"0,695","0,699","0,837","0,573"
Ouro Verde (SC),"0,695","0,696","0,790","0,611"
São João do Sul (SC),"0,695","0,682","0,840","0,587"
Cristiano Otoni (MG),"0,695","0,651","0,823","0,626"
Alegria (RS),"0,695","0,717","0,818","0,572"
Tabaporã (MT),"0,695","0,679","0,826","0,598"
Pinhal de São Bento (PR),"0,695","0,669","0,801","0,626"
Tapes (RS),"0,695","0,699","0,862","0,556"
José Boiteux (SC),"0,694","0,689","0,841","0,578"
Campo Alegre de Goiás (GO),"0,694","0,702","0,811","0,586"
Camaçari (BA),"0,694","0,681","0,798","0,616"
Astolfo Dutra (MG),"0,694","0,686","0,858","0,567"
Piên (PR),"0,694","0,677","0,802","0,616"
São João da Urtiga (RS),"0,694","0,702","0,828","0,575"
Heitoraí (GO),"0,694","0,661","0,814","0,620"
Paraopeba (MG),"0,694","0,674","0,793","0,625"
Juazeiro do Norte (CE),"0,694","0,644","0,810","0,642"
Arvorezinha (RS),"0,694","0,713","0,817","0,575"
Deodápolis (MS),"0,694","0,693","0,810","0,595"
Santana de Cataguases (MG),"0,694","0,643","0,793","0,655"
Clevelândia (PR),"0,694","0,718","0,813","0,573"
Goianira (GO),"0,694","0,674","0,831","0,596"
Abdon Batista (SC),"0,694","0,660","0,812","0,625"
Nova Alvorada do Sul (MS),"0,694","0,746","0,809","0,554"
Itambaracá (PR),"0,694","0,664","0,789","0,639"
Urubici (SC),"0,694","0,722","0,823","0,562"
Tupanci do Sul (RS),"0,694","0,688","0,818","0,595"
Muqui (ES),"0,694","0,673","0,802","0,619"
Coqueiral (MG),"0,694","0,663","0,838","0,601"
São José do Seridó (RN),"0,694","0,634","0,815","0,647"
Governador Lindenberg (ES),"0,694","0,669","0,823","0,608"
Cajati (SP),"0,694","0,658","0,832","0,611"
Cabrália Paulista (SP),"0,694","0,667","0,811","0,619"
Agudo (RS),"0,694","0,752","0,847","0,524"
Pequeri (MG),"0,694","0,692","0,868","0,557"
Itaboraí (RJ),"0,693","0,690","0,813","0,593"
Guimarânia (MG),"0,693","0,681","0,825","0,592"
Aparecida do Rio Doce (GO),"0,693","0,700","0,814","0,583"
Senador Salgado Filho (RS),"0,693","0,701","0,817","0,581"
Aporé (GO),"0,693","0,692","0,823","0,584"
Itarumã (GO),"0,693","0,769","0,861","0,503"
Paraty (RJ),"0,693","0,726","0,842","0,544"
São Patrício (GO),"0,693","0,668","0,833","0,597"
Independência (RS),"0,693","0,711","0,813","0,576"
Araçu (GO),"0,693","0,686","0,838","0,578"
Lagoinha (SP),"0,693","0,686","0,797","0,609"
Sulina (PR),"0,693","0,684","0,854","0,570"
Guairaçá (PR),"0,693","0,698","0,829","0,574"
Rianápolis (GO),"0,693","0,674","0,840","0,587"
Natércia (MG),"0,693","0,677","0,805","0,612"
Ipanema (MG),"0,693","0,670","0,848","0,586"
Porto Lucena (RS),"0,693","0,700","0,827","0,575"
Itiquira (MT),"0,693","0,694","0,812","0,591"
Pirenópolis (GO),"0,693","0,678","0,813","0,604"
Ponte Serrada (SC),"0,693","0,690","0,790","0,610"
São João do Ivaí (PR),"0,693","0,677","0,803","0,611"
Barra do Bugres (MT),"0,693","0,684","0,818","0,595"
Rio Pardo (RS),"0,693","0,702","0,846","0,560"
Cafeara (PR),"0,693","0,683","0,811","0,602"
Caiapônia (GO),"0,693","0,701","0,808","0,588"
Canarana (MT),"0,693","0,735","0,825","0,549"
Itaguari (GO),"0,693","0,683","0,817","0,596"
Itaberá (SP),"0,693","0,652","0,803","0,636"
São José da Bela Vista (SP),"0,693","0,679","0,844","0,580"
Cristais (MG),"0,692","0,736","0,859","0,525"
Caarapó (MS),"0,692","0,676","0,828","0,592"
Ribeirãozinho (MT),"0,692","0,694","0,802","0,595"
Inconfidentes (MG),"0,692","0,688","0,843","0,572"
São Sebastião da Bela Vista (MG),"0,692","0,687","0,848","0,569"
Recreio (MG),"0,692","0,668","0,841","0,589"
Machadinho (RS),"0,692","0,711","0,807","0,577"
Cerejeiras (RO),"0,692","0,688","0,799","0,602"
Campos Belos (GO),"0,692","0,661","0,815","0,616"
Querência (MT),"0,692","0,701","0,837","0,565"
Santana (AP),"0,692","0,654","0,794","0,638"
Bandeira do Sul (MG),"0,692","0,681","0,802","0,608"
Cafezal do Sul (PR),"0,692","0,686","0,792","0,611"
São Paulo das Missões (RS),"0,692","0,688","0,825","0,584"
Feliz Natal (MT),"0,692","0,737","0,819","0,548"
Bom Sucesso (MG),"0,692","0,680","0,808","0,602"
Inaciolândia (GO),"0,692","0,683","0,822","0,591"
Aperibé (RJ),"0,692","0,670","0,785","0,631"
Camaragibe (PE),"0,692","0,656","0,805","0,628"
Ouro Verde (SP),"0,692","0,666","0,814","0,612"
Doresópolis (MG),"0,692","0,652","0,869","0,585"
Romelândia (SC),"0,692","0,738","0,800","0,561"
Brasópolis (MG),"0,692","0,697","0,841","0,566"
Córrego Danta (MG),"0,692","0,683","0,844","0,575"
Bossoroca (RS),"0,692","0,665","0,821","0,608"
Córrego do Bom Jesus (MG),"0,692","0,665","0,840","0,592"
Coqueiro Baixo (RS),"0,692","0,703","0,886","0,532"
Santo Antônio da Barra (GO),"0,691","0,665","0,835","0,593"
Itajá (GO),"0,691","0,692","0,835","0,570"
Candeias (BA),"0,691","0,652","0,823","0,616"
Poço Fundo (MG),"0,691","0,705","0,866","0,541"
Marilândia do Sul (PR),"0,691","0,664","0,831","0,599"
Turvelândia (GO),"0,691","0,671","0,813","0,605"
Irecê (BA),"0,691","0,661","0,776","0,643"
Itaguara (MG),"0,691","0,697","0,836","0,567"
Caxambu do Sul (SC),"0,691","0,725","0,870","0,523"
Santarém (PA),"0,691","0,632","0,807","0,648"
Estiva (MG),"0,691","0,679","0,848","0,573"
Nova Monte Verde (MT),"0,691","0,690","0,823","0,582"
Conceição da Aparecida (MG),"0,691","0,688","0,847","0,566"
Dom Pedro de Alcântara (RS),"0,691","0,697","0,820","0,577"
Arambaré (RS),"0,691","0,694","0,833","0,570"
Cambuci (RJ),"0,691","0,672","0,809","0,608"
Iraí (RS),"0,691","0,684","0,819","0,590"
Eldorado (SP),"0,691","0,633","0,847","0,615"
Mara Rosa (GO),"0,691","0,680","0,838","0,579"
Currais Novos (RN),"0,691","0,673","0,794","0,617"
São Fidélis (RJ),"0,691","0,685","0,787","0,611"
Porto Vera Cruz (RS),"0,690","0,661","0,827","0,600"
Ilhéus (BA),"0,690","0,688","0,808","0,590"
Quatis (RJ),"0,690","0,676","0,806","0,603"
Major Vieira (SC),"0,690","0,653","0,817","0,617"
Dom Aquino (MT),"0,690","0,687","0,806","0,593"
Pilar do Sul (SP),"0,690","0,674","0,820","0,594"
Itaúba (MT),"0,690","0,714","0,809","0,569"
São Domingos do Prata (MG),"0,690","0,674","0,823","0,593"
Santa Rita de Caldas (MG),"0,690","0,693","0,823","0,576"
Curvelândia (MT),"0,690","0,658","0,811","0,615"
Coronel Macedo (SP),"0,690","0,653","0,811","0,619"
Campo Erê (SC),"0,690","0,702","0,787","0,595"
Prudente de Morais (MG),"0,690","0,658","0,795","0,629"
Lunardelli (PR),"0,690","0,655","0,826","0,607"
Guarda-Mor (MG),"0,690","0,709","0,829","0,558"
Nazareno (MG),"0,690","0,662","0,830","0,597"
Camacho (MG),"0,690","0,639","0,840","0,612"
Pompéu (MG),"0,689","0,694","0,834","0,564"
Muliterno (RS),"0,689","0,740","0,808","0,547"
Nova Hartz (RS),"0,689","0,694","0,836","0,563"
Abadiânia (GO),"0,689","0,671","0,841","0,579"
Figueirópolis (TO),"0,689","0,664","0,822","0,600"
Tiradentes do Sul (RS),"0,689","0,705","0,815","0,569"
Esperança Nova (PR),"0,689","0,690","0,799","0,594"
Carmo da Mata (MG),"0,689","0,680","0,840","0,572"
Abadia dos Dourados (MG),"0,689","0,693","0,839","0,563"
Terra de Areia (RS),"0,689","0,699","0,829","0,565"
São Gonçalo do Pará (MG),"0,689","0,682","0,842","0,570"
Sertão Santana (RS),"0,689","0,737","0,832","0,534"
Jaupaci (GO),"0,689","0,658","0,824","0,602"
Jardim Alegre (PR),"0,689","0,696","0,827","0,569"
Santo Afonso (MT),"0,689","0,655","0,834","0,599"
Comodoro (MT),"0,689","0,687","0,840","0,567"
Camanducaia (MG),"0,689","0,707","0,837","0,553"
Jequitibá (MG),"0,689","0,777","0,854","0,492"
Manhuaçu (MG),"0,689","0,692","0,839","0,563"
Ponte Alta do Norte (SC),"0,689","0,661","0,819","0,605"
Prados (MG),"0,689","0,660","0,865","0,574"
Butiá (RS),"0,689","0,691","0,848","0,558"
Quatro Irmãos (RS),"0,689","0,695","0,833","0,565"
Rolador (RS),"0,689","0,676","0,834","0,579"
Jaru (RO),"0,689","0,687","0,825","0,577"
Itamarati de Minas (MG),"0,688","0,677","0,841","0,572"
São José do Calçado (ES),"0,688","0,669","0,814","0,599"
Nova Fátima (PR),"0,688","0,681","0,819","0,584"
Aquidauana (MS),"0,688","0,690","0,840","0,562"
Roque Gonzales (RS),"0,688","0,687","0,843","0,563"
Italva (RJ),"0,688","0,692","0,792","0,595"
Cristianópolis (GO),"0,688","0,703","0,838","0,554"
Campinorte (GO),"0,688","0,685","0,841","0,565"
Mangueirinha (PR),"0,688","0,695","0,811","0,579"
Porto Barreiro (PR),"0,688","0,676","0,821","0,588"
Santa Cruz de Goiás (GO),"0,688","0,700","0,827","0,563"
Sarutaiá (SP),"0,688","0,679","0,794","0,603"
Nova Guarita (MT),"0,688","0,671","0,812","0,597"
Biquinhas (MG),"0,688","0,684","0,857","0,555"
Novo Cabrais (RS),"0,688","0,697","0,852","0,548"
Tocantins (MG),"0,688","0,682","0,800","0,597"
Rolante (RS),"0,688","0,708","0,830","0,553"
Álvaro de Carvalho (SP),"0,688","0,669","0,805","0,605"
Vespasiano (MG),"0,688","0,677","0,811","0,592"
Anita Garibaldi (SC),"0,688","0,667","0,826","0,592"
Chapada dos Guimarães (MT),"0,688","0,677","0,833","0,578"
Dom Cavati (MG),"0,688","0,660","0,784","0,630"
Monte Belo (MG),"0,688","0,677","0,847","0,567"
Jundiaí do Sul (PR),"0,688","0,660","0,817","0,605"
Querência do Norte (PR),"0,688","0,667","0,808","0,604"
São Francisco de Sales (MG),"0,688","0,711","0,867","0,528"
Vila Rica (MT),"0,688","0,709","0,829","0,553"
Guareí (SP),"0,687","0,692","0,805","0,583"
São Lourenço do Sul (RS),"0,687","0,722","0,849","0,528"
Parnaíba (PI),"0,687","0,658","0,816","0,604"
São Joaquim (SC),"0,687","0,705","0,817","0,562"
Trindade do Sul (RS),"0,687","0,675","0,787","0,610"
Pontalina (GO),"0,687","0,710","0,835","0,547"
Marques de Souza (RS),"0,687","0,743","0,849","0,515"
Abatiá (PR),"0,687","0,676","0,804","0,596"
Aceguá (RS),"0,687","0,703","0,852","0,541"
Antonina (PR),"0,687","0,686","0,838","0,564"
Altair (SP),"0,687","0,698","0,800","0,581"
Araguaiana (MT),"0,687","0,671","0,817","0,591"
Guaraíta (GO),"0,687","0,637","0,816","0,625"
Angelina (SC),"0,687","0,699","0,797","0,581"
Caldas (MG),"0,687","0,701","0,873","0,529"
Wenceslau Braz (PR),"0,687","0,692","0,790","0,594"
Varjão (GO),"0,687","0,698","0,813","0,572"
Faxinal (PR),"0,687","0,697","0,796","0,584"
Salto do Jacuí (RS),"0,687","0,693","0,837","0,558"
Balsas (MA),"0,687","0,674","0,807","0,597"
Dom Viçoso (MG),"0,687","0,617","0,819","0,641"
Faria Lemos (MG),"0,687","0,678","0,800","0,598"
Buriti de Goiás (GO),"0,687","0,707","0,806","0,570"
Santana do Itararé (PR),"0,687","0,654","0,848","0,585"
Planalto (RS),"0,687","0,674","0,807","0,597"
Santa Lúcia (PR),"0,687","0,688","0,795","0,592"
Arenópolis (GO),"0,687","0,674","0,826","0,582"
Rio Azul (PR),"0,687","0,728","0,819","0,544"
Jataizinho (PR),"0,687","0,669","0,845","0,574"
Herval (RS),"0,687","0,730","0,843","0,527"
Passa Tempo (MG),"0,687","0,676","0,808","0,594"
Acreúna (GO),"0,686","0,710","0,822","0,553"
Belo Oriente (MG),"0,686","0,655","0,813","0,606"
Santo Antônio das Missões (RS),"0,686","0,672","0,835","0,576"
Dores de Campos (MG),"0,686","0,671","0,823","0,585"
Sidrolândia (MS),"0,686","0,694","0,829","0,561"
Bom Sucesso (PR),"0,686","0,692","0,820","0,570"
Pimenta (MG),"0,686","0,697","0,832","0,556"
Jóia (RS),"0,686","0,671","0,841","0,572"
Ponte Branca (MT),"0,686","0,684","0,806","0,585"
Nova Canaã do Norte (MT),"0,686","0,692","0,815","0,572"
Santa Maria da Serra (SP),"0,686","0,688","0,820","0,571"
Serra Azul (SP),"0,686","0,697","0,810","0,572"
Cabo de Santo Agostinho (PE),"0,686","0,654","0,812","0,609"
Guanhães (MG),"0,686","0,683","0,820","0,576"
Maracanaú (CE),"0,686","0,617","0,788","0,665"
Panamá (GO),"0,686","0,688","0,818","0,574"
Mundo Novo (MS),"0,686","0,707","0,808","0,565"
Águas Lindas de Goiás (GO),"0,686","0,647","0,848","0,588"
Leoberto Leal (SC),"0,686","0,740","0,818","0,533"
Morretes (PR),"0,686","0,710","0,837","0,544"
Vargeão (SC),"0,686","0,708","0,827","0,551"
Viana (ES),"0,686","0,672","0,816","0,589"
Campo do Tenente (PR),"0,686","0,661","0,806","0,606"
Córrego do Ouro (GO),"0,686","0,696","0,803","0,578"
Brejinho de Nazaré (TO),"0,686","0,635","0,820","0,619"
General Câmara (RS),"0,686","0,704","0,832","0,552"
Ipuiúna (MG),"0,686","0,723","0,866","0,516"
Santana do Paraíso (MG),"0,685","0,663","0,878","0,552"
São João D'Aliança (GO),"0,685","0,650","0,812","0,609"
Arandu (SP),"0,685","0,675","0,806","0,592"
Rio Piracicaba (MG),"0,685","0,670","0,794","0,605"
Porto dos Gaúchos (MT),"0,685","0,703","0,815","0,561"
Terezópolis de Goiás (GO),"0,685","0,655","0,799","0,615"
Liberato Salzano (RS),"0,685","0,680","0,810","0,583"
Resende Costa (MG),"0,685","0,689","0,823","0,568"
Teixeira de Freitas (BA),"0,685","0,683","0,800","0,588"
Caldazinha (GO),"0,685","0,669","0,814","0,591"
Espírito Santo do Dourado (MG),"0,685","0,660","0,847","0,576"
Ibema (PR),"0,685","0,664","0,786","0,615"
Fazenda Nova (GO),"0,685","0,671","0,831","0,576"
São Vicente do Sul (RS),"0,685","0,698","0,831","0,553"
Erval Seco (RS),"0,685","0,666","0,821","0,589"
Piranguçu (MG),"0,685","0,666","0,806","0,599"
São Francisco de Paula (RS),"0,685","0,701","0,860","0,534"
Colorado do Oeste (RO),"0,685","0,676","0,814","0,584"
Comendador Levy Gasparian (RJ),"0,685","0,676","0,785","0,605"
Conceição da Barra de Minas (MG),"0,685","0,668","0,815","0,590"
Porto Vitória (PR),"0,685","0,674","0,796","0,600"
Elói Mendes (MG),"0,685","0,688","0,838","0,558"
Gramado dos Loureiros (RS),"0,685","0,662","0,832","0,584"
Rochedo de Minas (MG),"0,684","0,663","0,849","0,569"
Areal (RJ),"0,684","0,686","0,823","0,566"
Catas Altas (MG),"0,684","0,665","0,828","0,582"
Batayporã (MS),"0,684","0,702","0,814","0,559"
Porteirão (GO),"0,684","0,716","0,827","0,541"
Fronteira (MG),"0,684","0,693","0,871","0,530"
São José do Barreiro (SP),"0,684","0,666","0,813","0,591"
Brasilândia do Tocantins (TO),"0,684","0,640","0,831","0,601"
Aimorés (MG),"0,684","0,685","0,810","0,576"
Piraúba (MG),"0,684","0,673","0,843","0,564"
Miracema do Tocantins (TO),"0,684","0,675","0,820","0,579"
Senador José Bento (MG),"0,684","0,663","0,824","0,585"
Antônio Prado de Minas (MG),"0,684","0,674","0,830","0,572"
Professor Jamil (GO),"0,684","0,673","0,821","0,579"
Novo Gama (GO),"0,684","0,664","0,851","0,567"
Itarana (ES),"0,684","0,696","0,809","0,568"
Eldorado (MS),"0,684","0,674","0,824","0,577"
Mar de Espanha (MG),"0,684","0,694","0,825","0,558"
Ribeirão das Neves (MG),"0,684","0,658","0,822","0,591"
Santa Cruz do Xingu (MT),"0,684","0,704","0,828","0,550"
Maçambará (RS),"0,684","0,664","0,832","0,580"
Cunha (SP),"0,684","0,672","0,826","0,576"
Pilar de Goiás (GO),"0,684","0,654","0,816","0,600"
Vicentinópolis (GO),"0,684","0,707","0,804","0,562"
Porto Franco (MA),"0,684","0,664","0,796","0,606"
Aragoiânia (GO),"0,684","0,683","0,837","0,560"
Belford Roxo (RJ),"0,684","0,662","0,808","0,598"
Honório Serpa (PR),"0,683","0,645","0,807","0,612"
Mozarlândia (GO),"0,683","0,684","0,825","0,565"
Quartel Geral (MG),"0,683","0,677","0,846","0,557"
Paverama (RS),"0,683","0,701","0,840","0,541"
Progresso (RS),"0,683","0,705","0,861","0,525"
Bonfinópolis (GO),"0,683","0,671","0,817","0,580"
Restinga Seca (RS),"0,683","0,709","0,828","0,542"
Campo do Meio (MG),"0,683","0,655","0,827","0,588"
Guidoval (MG),"0,683","0,669","0,837","0,569"
Careaçu (MG),"0,683","0,666","0,824","0,581"
Divinópolis do Tocantins (TO),"0,683","0,667","0,816","0,585"
Bom Jesus do Amparo (MG),"0,683","0,655","0,834","0,582"
Toropi (RS),"0,683","0,680","0,822","0,569"
Gonçalves (MG),"0,683","0,671","0,833","0,570"
Rio Claro (RJ),"0,683","0,700","0,801","0,567"
Arceburgo (MG),"0,683","0,687","0,810","0,573"
Denise (MT),"0,683","0,672","0,802","0,590"
Barra de São Francisco (ES),"0,683","0,673","0,815","0,580"
Tiros (MG),"0,683","0,703","0,852","0,532"
Forquetinha (RS),"0,683","0,743","0,886","0,484"
Antônio Carlos (MG),"0,683","0,650","0,838","0,584"
Santa Isabel (GO),"0,683","0,658","0,818","0,593"
Barbalha (CE),"0,683","0,613","0,817","0,637"
São Pedro do Iguaçu (PR),"0,683","0,687","0,798","0,581"
Sete de Setembro (RS),"0,683","0,682","0,810","0,577"
Ressaquinha (MG),"0,683","0,638","0,834","0,599"
Alagoinhas (BA),"0,683","0,681","0,790","0,592"
Areia Branca (RN),"0,682","0,647","0,790","0,621"
Nova Olímpia (MT),"0,682","0,704","0,804","0,561"
Turmalina (MG),"0,682","0,646","0,816","0,602"
Alexânia (GO),"0,682","0,664","0,841","0,568"
Limoeiro do Norte (CE),"0,682","0,633","0,804","0,623"
Queluzito (MG),"0,682","0,669","0,823","0,575"
Ouro Preto do Oeste (RO),"0,682","0,687","0,812","0,569"
Pedreiras (MA),"0,682","0,644","0,792","0,621"
Frei Rogério (SC),"0,682","0,664","0,812","0,588"
Campos Gerais (MG),"0,682","0,666","0,821","0,580"
Santa Luzia (PB),"0,682","0,620","0,804","0,635"
Jardim Olinda (PR),"0,682","0,669","0,791","0,600"
São José do Rio Claro (MT),"0,682","0,689","0,841","0,548"
Carmo de Minas (MG),"0,682","0,668","0,845","0,562"
Patrocínio do Muriaé (MG),"0,682","0,691","0,796","0,576"
Santa Terezinha do Progresso (SC),"0,682","0,686","0,791","0,585"
Caucaia (CE),"0,682","0,620","0,808","0,632"
Santa Rita de Jacutinga (MG),"0,682","0,676","0,826","0,567"
São Domingos do Norte (ES),"0,682","0,679","0,811","0,575"
Maquiné (RS),"0,682","0,695","0,880","0,519"
Selvíria (MS),"0,682","0,668","0,825","0,576"
Ametista do Sul (RS),"0,682","0,697","0,809","0,562"
Formigueiro (RS),"0,682","0,690","0,838","0,549"
Juara (MT),"0,682","0,699","0,836","0,543"
Flor da Serra do Sul (PR),"0,682","0,680","0,833","0,560"
São Carlos do Ivaí (PR),"0,682","0,703","0,825","0,547"
Minas do Leão (RS),"0,681","0,743","0,826","0,514"
Tapiraí (SP),"0,681","0,647","0,846","0,578"
Tabuleiro (MG),"0,681","0,666","0,821","0,578"
Tocantinópolis (TO),"0,681","0,634","0,801","0,623"
Brasilândia do Sul (PR),"0,681","0,680","0,813","0,572"
Quedas do Iguaçu (PR),"0,681","0,690","0,794","0,576"
Rio Bananal (ES),"0,681","0,680","0,802","0,579"
Erval Grande (RS),"0,681","0,713","0,885","0,501"
Roncador (PR),"0,681","0,665","0,797","0,595"
Campo Bonito (PR),"0,681","0,690","0,813","0,562"
Contenda (PR),"0,681","0,697","0,816","0,555"
Serranópolis (GO),"0,681","0,713","0,804","0,551"
Itatiba do Sul (RS),"0,681","0,696","0,801","0,567"
Três Barras do Paraná (PR),"0,681","0,683","0,831","0,557"
Nova Glória (GO),"0,681","0,657","0,816","0,589"
Inocência (MS),"0,681","0,702","0,846","0,531"
Boa Esperança do Sul (SP),"0,681","0,692","0,811","0,562"
Bela Vista da Caroba (PR),"0,681","0,667","0,828","0,572"
Marilena (PR),"0,681","0,651","0,828","0,585"
Gouveia (MG),"0,681","0,622","0,833","0,609"
Bandeirantes (MS),"0,681","0,694","0,848","0,537"
Amorinópolis (GO),"0,681","0,672","0,813","0,579"
Jaboticatubas (MG),"0,681","0,694","0,837","0,543"
Vila Pavão (ES),"0,681","0,647","0,830","0,588"
Baependi (MG),"0,681","0,664","0,833","0,570"
Sonora (MS),"0,681","0,706","0,803","0,557"
Conceição da Barra (ES),"0,681","0,648","0,810","0,603"
Corumbá de Goiás (GO),"0,680","0,665","0,829","0,571"
Rio das Flores (RJ),"0,680","0,664","0,822","0,575"
Esmeralda (RS),"0,680","0,669","0,827","0,569"
Nova Santa Bárbara (PR),"0,680","0,668","0,799","0,588"
Itaóca (SP),"0,680","0,627","0,787","0,637"
Quitandinha (PR),"0,680","0,648","0,806","0,603"
Carpina (PE),"0,680","0,630","0,806","0,619"
Mirador (PR),"0,680","0,656","0,800","0,599"
Canitar (SP),"0,680","0,658","0,791","0,605"
Ilicínea (MG),"0,680","0,665","0,827","0,571"
Mutunópolis (GO),"0,680","0,668","0,806","0,584"
Lidianópolis (PR),"0,680","0,657","0,802","0,598"
